Fiscal_Year,Location,S1: Label a: FY14 Revised Base ,S1: Label b: FSF & TL 09 C4E CTT ,S1: Label c: FSF Over Formula,S2: Label d: FSF Preliminary,S2: Label a: FY14 Revised Base,S2: Label f: Register Change,S2: Label g: Teacher Salary Growth,S2: Label h: New School Foundation,S3: Label i: FY14 FSF at 100%,S3: Foundation  ,S3: Label d - Foundation,S3: Label i - Foundation,S3: Label j: FSF Final%,S4: Label d: FY14 FSF Initial,S4: AC Name: FSF (HS),S4: AC Name: TL09 C4E CTT (HS),S4: AC Name: Funds Over Formula,S5: TL SE Transitional Funding,As_Of_Date
2015,Q351,2175957.00,2175957.00,0.00,2599516.01,2175957.00,423559.01,0.00,0.00,2606791.59,225000.00,2374516.01,2381791.59,0.9969,2599516.00,2599516.00,0.00,0.00,0.00,05/29/2014
2015,Q354,2479065.00,2479065.00,0.00,2849051.05,2479065.00,369986.05,0.00,0.00,2907487.80,225000.00,2624051.05,2682487.80,0.9782,2849051.00,2849051.00,0.00,0.00,0.00,05/29/2014
2015,Q355,2942846.00,2942846.00,0.00,3148929.39,2942846.00,206083.39,0.00,0.00,3208296.73,225000.00,2923929.39,2983296.73,0.9801,3148929.00,3148929.00,0.00,0.00,0.00,05/29/2014
2015,Q356,2980965.00,2980965.00,0.00,3014294.78,2980965.00,33329.78,0.00,0.00,3072903.16,225000.00,2789294.78,2847903.16,0.9794,3014295.00,3014295.00,0.00,0.00,0.00,05/29/2014
2015,Q362,2202701.00,2202701.00,0.00,2526289.45,2202701.00,323588.45,0.00,0.00,2526291.31,225000.00,2301289.45,2301291.31,1,2526289.00,2526289.00,0.00,0.00,0.00,05/29/2014
2015,Q400,4438239.00,4438239.00,0.00,4175892.20,4438239.00,-262346.80,0.00,0.00,5102644.92,225000.00,3950892.20,4877644.92,0.81,4175892.00,4168718.00,7174.00,0.00,0.00,05/29/2014
2015,Q415,16332247.00,16332247.00,0.00,16083421.08,16332247.00,-248825.92,0.00,0.00,18461294.93,225000.00,15858421.08,18236294.93,0.8696,16083421.00,15774947.00,308474.00,0.00,0.00,05/29/2014
2015,Q425,17404557.00,17404557.00,0.00,17608442.08,17404557.00,203885.08,0.00,0.00,21481550.58,225000.00,17383442.08,21256550.58,0.8178,17608442.00,17299968.00,308474.00,0.00,0.00,05/29/2014
2015,Q430,19526469.00,19526469.00,0.00,19521398.74,19526469.00,-5070.26,0.00,0.00,22102457.39,225000.00,19296398.74,21877457.39,0.882,19521399.00,19392270.00,129129.00,0.00,0.00,05/29/2014
2015,Q435,9940586.00,9940586.00,0.00,9344112.48,9940586.00,-596473.52,0.00,0.00,10776718.62,225000.00,9119112.48,10551718.62,0.8642,9344112.00,9186288.00,157824.00,0.00,0.00,05/29/2014
2015,Q440,17384874.00,17384874.00,0.00,17502046.15,17384874.00,117172.15,0.00,0.00,20260239.62,225000.00,17277046.15,20035239.62,0.8623,17502046.00,17301179.00,200867.00,0.00,0.00,05/29/2014
2015,Q445,12564734.00,12564734.00,0.00,12042372.05,12564734.00,-522361.95,0.00,0.00,14814348.20,225000.00,11817372.05,14589348.20,0.81,12042372.00,11848679.00,193693.00,0.00,0.00,05/29/2014
2015,Q450,12289172.00,12289172.00,0.00,10768638.60,12289172.00,-1520533.40,0.00,0.00,13229115.39,225000.00,10543638.60,13004115.39,0.8108,10768639.00,10653858.00,114781.00,0.00,0.00,05/29/2014
2015,Q455,10733843.00,10733843.00,0.00,9969237.53,10733843.00,-764605.47,0.00,0.00,12254923.68,225000.00,9744237.53,12029923.68,0.81,9969238.00,9947717.00,21521.00,0.00,0.00,05/29/2014
2015,Q460,12689210.00,12689210.00,0.00,11112470.63,12689210.00,-1576739.37,0.00,0.00,13666321.89,225000.00,10887470.63,13441321.89,0.81,11112470.00,10947472.00,164998.00,0.00,0.00,05/29/2014
2015,Q475,11272960.00,11272960.00,0.00,10197828.44,11272960.00,-1075131.56,0.00,0.00,12391382.78,225000.00,9972828.44,12166382.78,0.8197,10197828.00,10126090.00,71738.00,0.00,0.00,05/29/2014
2015,Q480,14293929.00,14293929.00,0.00,13096194.47,14293929.00,-1197734.53,0.00,0.00,16049670.56,225000.00,12871194.47,15824670.56,0.8134,13096195.00,13002935.00,93260.00,0.00,0.00,05/29/2014
2015,Q485,9337994.00,9337994.00,0.00,9298953.33,9337994.00,-39040.67,0.00,0.00,11343500.51,225000.00,9073953.33,11118500.51,0.8161,9298953.00,9220041.00,78912.00,0.00,0.00,05/29/2014
2015,Q492,2465148.00,2406784.00,58364.00,2483511.81,2465148.00,18363.81,0.00,0.00,2425147.96,225000.00,2258511.81,2200147.96,1.0265,2483512.00,2425148.00,0.00,58364.00,0.00,05/29/2014
2015,Q494,1545049.00,1545049.00,0.00,1013166.79,1545049.00,-531882.21,0.00,0.00,1120860.86,225000.00,788166.79,895860.86,0.8798,1013167.00,1013167.00,0.00,0.00,0.00,05/29/2014
2015,Q495,14704340.00,14704340.00,0.00,15472180.59,14704340.00,767840.59,0.00,0.00,18329685.43,225000.00,15247180.59,18104685.43,0.8422,15472181.00,15465007.00,7174.00,0.00,0.00,05/29/2014
2015,Q496,1339646.00,1339646.00,0.00,894351.39,1339646.00,-445294.61,0.00,0.00,979663.57,225000.00,669351.39,754663.57,0.887,894351.00,894351.00,0.00,0.00,0.00,05/29/2014
2015,Q498,3041256.00,3041256.00,0.00,3088867.71,3041256.00,47611.71,0.00,0.00,3236334.50,225000.00,2863867.71,3011334.50,0.951,3088868.00,3088868.00,0.00,0.00,0.00,05/29/2014
2015,Q499,2281070.00,2281070.00,0.00,2286545.12,2281070.00,5475.12,0.00,0.00,2592028.00,225000.00,2061545.12,2367028.00,0.8709,2286545.00,2286545.00,0.00,0.00,21627.00,05/29/2014
2015,Q501,4158729.00,4158729.00,0.00,4468346.17,4158729.00,309617.17,0.00,0.00,5081648.11,225000.00,4243346.17,4856648.11,0.8737,4468346.00,4296174.00,172172.00,0.00,0.00,05/29/2014
2015,Q502,4715211.00,4715211.00,0.00,4813867.45,4715211.00,98656.45,0.00,0.00,5770933.03,225000.00,4588867.45,5545933.03,0.8274,4813867.00,4813867.00,0.00,0.00,0.00,05/29/2014
2015,Q505,14858941.00,14858941.00,0.00,15373532.48,14858941.00,514591.48,0.00,0.00,18689086.97,225000.00,15148532.48,18464086.97,0.8204,15373532.00,15036363.00,337169.00,0.00,0.00,05/29/2014
2015,Q520,2573077.00,2573077.00,0.00,2634962.99,2573077.00,61885.99,0.00,0.00,2912607.14,225000.00,2409962.99,2687607.14,0.8967,2634963.00,2613442.00,21521.00,0.00,0.00,05/29/2014
2015,Q525,5842972.00,5842972.00,0.00,5912277.55,5842972.00,69305.55,0.00,0.00,6369264.57,225000.00,5687277.55,6144264.57,0.9256,5912278.00,5912278.00,0.00,0.00,0.00,05/29/2014
2015,Q530,2974000.00,2974000.00,0.00,2981470.26,2974000.00,7470.26,0.00,0.00,3573914.51,225000.00,2756470.26,3348914.51,0.8231,2981470.00,2981470.00,0.00,0.00,0.00,05/29/2014
2015,Q540,2251618.00,2251618.00,0.00,2407279.55,2251618.00,155661.55,0.00,0.00,2841505.38,225000.00,2182279.55,2616505.38,0.834,2407279.00,2407279.00,0.00,0.00,0.00,05/29/2014
2015,Q550,4539544.00,4539544.00,0.00,4526801.76,4539544.00,-12742.24,0.00,0.00,5207602.51,225000.00,4301801.76,4982602.51,0.8634,4526802.00,4433542.00,93260.00,0.00,0.00,05/29/2014
2015,Q555,5231417.00,5231417.00,0.00,5321215.15,5231417.00,89798.15,0.00,0.00,6424133.49,225000.00,5096215.15,6199133.49,0.8221,5321215.00,5321215.00,0.00,0.00,0.00,05/29/2014
2015,Q560,3092451.00,3092451.00,0.00,3027959.65,3092451.00,-64491.35,0.00,0.00,3419643.73,225000.00,2802959.65,3194643.73,0.8774,3027960.00,3027960.00,0.00,0.00,0.00,05/29/2014
2015,Q566,5769752.00,5769752.00,0.00,5677498.65,5769752.00,-92253.35,0.00,0.00,6467985.70,225000.00,5452498.65,6242985.70,0.8734,5677498.00,5569891.00,107607.00,0.00,0.00,05/29/2014
2015,Q575,3801344.00,3801344.00,0.00,4034890.07,3801344.00,233546.07,0.00,0.00,4506815.94,225000.00,3809890.07,4281815.94,0.8898,4034890.00,3920109.00,114781.00,0.00,0.00,05/29/2014
2015,Q580,2921228.00,2409152.00,512076.00,2958730.85,2921228.00,37502.85,0.00,0.00,2446653.63,225000.00,2733730.85,2221653.63,1.2305,2958731.00,2446655.00,0.00,512076.00,0.00,05/29/2014
2015,Q585,4052332.00,4052332.00,0.00,5135325.09,4052332.00,1082993.09,0.00,0.00,5188534.81,225000.00,4910325.09,4963534.81,0.9893,5135325.00,4977501.00,157824.00,0.00,0.00,05/29/2014
2015,Q600,7625658.00,7625658.00,0.00,7962994.96,7625658.00,337336.96,0.00,0.00,9420578.58,225000.00,7737994.96,9195578.58,0.8415,7962995.00,7891257.00,71738.00,0.00,0.00,05/29/2014
2015,Q610,11273066.00,11273066.00,0.00,11594741.37,11273066.00,321675.37,0.00,0.00,13575895.11,225000.00,11369741.37,13350895.11,0.8516,11594742.00,11243225.00,351517.00,0.00,0.00,05/29/2014
2015,Q620,11141503.00,11141503.00,0.00,11068408.15,11141503.00,-73094.85,0.00,0.00,12522282.23,225000.00,10843408.15,12297282.23,0.8818,11068408.00,10860367.00,208041.00,0.00,0.00,05/29/2014
2015,Q650,5195743.00,5195743.00,0.00,5407852.15,5195743.00,212109.15,0.00,0.00,5867911.49,225000.00,5182852.15,5642911.49,0.9185,5407852.00,5221333.00,186519.00,0.00,0.00,05/29/2014
2015,Q670,3805919.00,3805919.00,0.00,3887613.88,3805919.00,81694.88,0.00,0.00,4267638.26,225000.00,3662613.88,4042638.26,0.906,3887614.00,3794354.00,93260.00,0.00,0.00,05/29/2014
2015,Q680,4095389.00,4050379.00,45010.00,4212931.89,4095389.00,117542.89,0.00,0.00,4167922.91,225000.00,3987931.89,3942922.91,1.0114,4212932.00,4045967.00,121955.00,45010.00,0.00,05/29/2014
2015,Q686,6483594.00,6483594.00,0.00,6143385.88,6483594.00,-340208.12,0.00,0.00,6171030.89,225000.00,5918385.88,5946030.89,0.9954,6143386.00,6143386.00,0.00,0.00,0.00,05/29/2014
2015,Q687,2602845.00,2435618.00,167227.00,2634997.93,2602845.00,32152.93,0.00,0.00,2467771.39,225000.00,2409997.93,2242771.39,1.0746,2634998.00,2467771.00,0.00,167227.00,0.00,05/29/2014
2015,Q690,3029961.00,3029961.00,0.00,3123933.12,3029961.00,93972.12,0.00,0.00,3533668.36,225000.00,2898933.12,3308668.36,0.8762,3123933.00,3123933.00,0.00,0.00,0.00,05/29/2014
2015,Q744,1482857.00,1482857.00,0.00,1473867.82,1482857.00,-8989.18,0.00,0.00,1697397.26,225000.00,1248867.82,1472397.26,0.8482,1473868.00,1473868.00,0.00,0.00,0.00,05/29/2014
2015,Q792,1482261.00,1482261.00,0.00,1451356.74,1482261.00,-30904.26,0.00,0.00,1593199.59,225000.00,1226356.74,1368199.59,0.8963,1451357.00,1451357.00,0.00,0.00,0.00,05/29/2014
2015,Q877,2680598.00,2680598.00,0.00,2690706.65,2680598.00,10108.65,0.00,0.00,3170519.41,225000.00,2465706.65,2945519.41,0.8371,2690706.00,2690706.00,0.00,0.00,4075.00,05/29/2014
2015,Q896,2781984.00,2781984.00,0.00,2887327.96,2781984.00,105343.96,0.00,0.00,3094898.65,225000.00,2662327.96,2869898.65,0.9277,2887328.00,2887328.00,0.00,0.00,0.00,05/29/2014
2015,R001,2704525.00,2704525.00,0.00,2818538.92,2704525.00,114013.92,0.00,0.00,3142347.60,225000.00,2593538.92,2917347.60,0.889,2818539.00,2639194.00,179345.00,0.00,0.00,05/29/2014
2015,R002,4987106.00,4987106.00,0.00,4219149.52,4987106.00,-767956.48,0.00,0.00,5156049.05,225000.00,3994149.52,4931049.05,0.81,4219149.00,4219149.00,0.00,0.00,131622.00,05/29/2014
2015,R003,4691954.00,4691954.00,0.00,4681887.74,4691954.00,-10066.26,0.00,0.00,5223607.61,225000.00,4456887.74,4998607.61,0.8916,4681888.00,4681888.00,0.00,0.00,69774.00,05/29/2014
2015,R004,3704369.00,3704369.00,0.00,3851758.42,3704369.00,147389.42,0.00,0.00,4263379.79,225000.00,3626758.42,4038379.79,0.8981,3851759.00,3701109.00,150650.00,0.00,4450.00,05/29/2014
2015,R005,1383709.00,1242509.00,141200.00,1440780.26,1383709.00,57071.26,0.00,0.00,1299581.02,225000.00,1215780.26,1074581.02,1.1314,1440780.00,1299580.00,0.00,141200.00,0.00,05/29/2014
2015,R006,3692066.00,3692066.00,0.00,3504004.87,3692066.00,-188061.13,0.00,0.00,3976544.18,225000.00,3279004.87,3751544.18,0.874,3504005.00,3504005.00,0.00,0.00,7999.00,05/29/2014
2015,R007,6022002.00,6022002.00,0.00,6184504.57,6022002.00,162502.57,0.00,0.00,6929006.01,225000.00,5959504.57,6704006.01,0.8889,6184504.00,6026680.00,157824.00,0.00,39704.00,05/29/2014
2015,R008,3025259.00,3008728.00,16531.00,3072931.55,3025259.00,47672.55,0.00,0.00,3056400.89,225000.00,2847931.55,2831400.89,1.0058,3072932.00,3056401.00,0.00,16531.00,40094.00,05/29/2014
2015,R009,512340.00,512340.00,0.00,769389.06,512340.00,257049.06,0.00,0.00,769388.64,225000.00,544389.06,544388.64,1,769389.00,769389.00,0.00,0.00,0.00,05/29/2014
2015,R011,1535430.00,1535430.00,0.00,1390786.22,1535430.00,-144643.78,0.00,0.00,1488105.09,225000.00,1165786.22,1263105.09,0.923,1390786.00,1390786.00,0.00,0.00,4605.00,05/29/2014
2015,R013,4140952.00,4140952.00,0.00,4172972.17,4140952.00,32020.17,0.00,0.00,5024636.00,225000.00,3947972.17,4799636.00,0.8226,4172972.00,4172972.00,0.00,0.00,19870.00,05/29/2014
2015,R014,1216308.00,1216308.00,0.00,755314.92,1216308.00,-460993.08,0.00,0.00,854665.25,225000.00,530314.92,629665.25,0.8422,755315.00,755315.00,0.00,0.00,49788.00,05/29/2014
2015,R016,3891567.00,3891567.00,0.00,3417237.07,3891567.00,-474329.93,0.00,0.00,3934393.97,225000.00,3192237.07,3709393.97,0.8606,3417237.00,3202023.00,215214.00,0.00,17078.00,05/29/2014
2015,R018,3364642.00,3364642.00,0.00,3395890.72,3364642.00,31248.72,0.00,0.00,3820213.46,225000.00,3170890.72,3595213.46,0.882,3395891.00,3395891.00,0.00,0.00,0.00,05/29/2014
2015,R019,3050848.00,3050848.00,0.00,2965422.55,3050848.00,-85425.45,0.00,0.00,3435823.57,225000.00,2740422.55,3210823.57,0.8535,2965422.00,2893684.00,71738.00,0.00,0.00,05/29/2014
2015,R020,3051227.00,3051227.00,0.00,2950237.53,3051227.00,-100989.47,0.00,0.00,3453424.35,225000.00,2725237.53,3228424.35,0.8441,2950238.00,2878500.00,71738.00,0.00,0.00,05/29/2014
2015,R021,2737084.00,2737084.00,0.00,2487459.93,2737084.00,-249624.07,0.00,0.00,2842218.60,225000.00,2262459.93,2617218.60,0.8645,2487460.00,2480286.00,7174.00,0.00,0.00,05/29/2014
2015,R022,4920755.00,4920755.00,0.00,4918762.88,4920755.00,-1992.12,0.00,0.00,5971396.54,225000.00,4693762.88,5746396.54,0.8168,4918763.00,4918763.00,0.00,0.00,0.00,05/29/2014
2015,R455,18010800.00,18010800.00,0.00,18603920.65,18010800.00,593120.65,0.00,0.00,21749214.69,225000.00,18378920.65,21524214.69,0.8539,18603920.00,18266751.00,337169.00,0.00,0.00,05/29/2014
2015,R460,16399940.00,16399940.00,0.00,16008989.75,16399940.00,-390950.25,0.00,0.00,18803420.63,225000.00,15783989.75,18578420.63,0.8496,16008989.00,16008989.00,0.00,0.00,0.00,05/29/2014
2015,R470,1443373.00,1443373.00,0.00,1420326.22,1443373.00,-23046.78,0.00,0.00,1434878.77,225000.00,1195326.22,1209878.77,0.988,1420326.00,1420326.00,0.00,0.00,0.00,05/29/2014
2015,R600,3996139.00,3996139.00,0.00,4008279.85,3996139.00,12140.85,0.00,0.00,4496457.04,225000.00,3783279.85,4271457.04,0.8857,4008279.00,4008279.00,0.00,0.00,0.00,05/29/2014
2015,R605,6568147.00,6568147.00,0.00,6613208.79,6568147.00,45061.79,0.00,0.00,6793302.57,225000.00,6388208.79,6568302.57,0.9726,6613209.00,6613209.00,0.00,0.00,0.00,05/29/2014
2015,R861,4331907.00,4331907.00,0.00,4477561.32,4331907.00,145654.32,0.00,0.00,4820188.59,225000.00,4252561.32,4595188.59,0.9254,4477561.00,4477561.00,0.00,0.00,0.00,05/29/2014
2015,X001,3361072.00,3361072.00,0.00,3318865.54,3361072.00,-42206.46,0.00,0.00,4044587.34,225000.00,3093865.54,3819587.34,0.81,3318866.00,3218433.00,100433.00,0.00,71817.00,05/29/2014
2015,X003,2316066.00,2180786.00,135280.00,2272603.73,2316066.00,-43462.27,0.00,0.00,2137324.05,225000.00,2047603.73,1912324.05,1.0707,2272604.00,2130150.00,7174.00,135280.00,0.00,05/29/2014
2015,X004,3431137.00,3144595.00,286542.00,3546402.46,3431137.00,115265.46,0.00,0.00,3259861.28,225000.00,3321402.46,3034861.28,1.0944,3546402.00,3259860.00,0.00,286542.00,69407.00,05/29/2014
2015,X005,3508618.00,3508618.00,0.00,3985041.68,3508618.00,476423.68,0.00,0.00,4669364.48,225000.00,3760041.68,4444364.48,0.846,3985042.00,3841566.00,143476.00,0.00,0.00,05/29/2014
2015,X006,2810415.00,2810415.00,0.00,2531976.79,2810415.00,-278438.21,0.00,0.00,3073120.44,225000.00,2306976.79,2848120.44,0.81,2531977.00,2453065.00,78912.00,0.00,125550.00,05/29/2014
2015,X007,3387734.00,3387734.00,0.00,3559247.02,3387734.00,171513.02,0.00,0.00,4050555.54,225000.00,3334247.02,3825555.54,0.8716,3559247.00,3559247.00,0.00,0.00,0.00,05/29/2014
2015,X008,6507811.00,6507811.00,0.00,6005684.07,6507811.00,-502126.93,0.00,0.00,6857023.35,225000.00,5780684.07,6632023.35,0.8716,6005684.00,5926772.00,78912.00,0.00,0.00,05/29/2014
2015,X009,3903437.00,3903437.00,0.00,4031498.41,3903437.00,128061.41,0.00,0.00,4878247.36,225000.00,3806498.41,4653247.36,0.818,4031498.00,4031498.00,0.00,0.00,19848.00,05/29/2014
2015,X011,4073266.00,4073266.00,0.00,3921314.12,4073266.00,-151951.88,0.00,0.00,4558701.45,225000.00,3696314.12,4333701.45,0.8529,3921314.00,3856750.00,64564.00,0.00,0.00,05/29/2014
2015,X014,3324575.00,3324575.00,0.00,3307325.40,3324575.00,-17249.60,0.00,0.00,3553672.52,225000.00,3082325.40,3328672.52,0.926,3307325.00,3292977.00,14348.00,0.00,0.00,05/29/2014
2015,X015,2515048.00,2515048.00,0.00,2506050.27,2515048.00,-8997.73,0.00,0.00,3037666.63,225000.00,2281050.27,2812666.63,0.811,2506051.00,2506051.00,0.00,0.00,0.00,05/29/2014
2015,X016,2516076.00,2516076.00,0.00,2442100.24,2516076.00,-73975.76,0.00,0.00,2923730.92,225000.00,2217100.24,2698730.92,0.8215,2442100.00,2442100.00,0.00,0.00,0.00,05/29/2014
2015,X018,3077676.00,3077676.00,0.00,2938709.36,3077676.00,-138966.64,0.00,0.00,3352291.34,225000.00,2713709.36,3127291.34,0.8678,2938709.00,2866971.00,71738.00,0.00,0.00,05/29/2014
2015,X019,2805772.00,2805772.00,0.00,2821318.21,2805772.00,15546.21,0.00,0.00,2970579.04,225000.00,2596318.21,2745579.04,0.9456,2821318.00,2821318.00,0.00,0.00,0.00,05/29/2014
2015,X020,5536003.00,5536003.00,0.00,5621778.07,5536003.00,85775.07,0.00,0.00,6795589.60,225000.00,5396778.07,6570589.60,0.8214,5621778.00,5521345.00,100433.00,0.00,16172.00,05/29/2014
2015,X021,3251670.00,3251670.00,0.00,3020933.84,3251670.00,-230736.16,0.00,0.00,3676769.82,225000.00,2795933.84,3451769.82,0.81,3020934.00,3013760.00,7174.00,0.00,0.00,05/29/2014
2015,X022,3656695.00,3656695.00,0.00,3188994.33,3656695.00,-467700.67,0.00,0.00,3884252.54,225000.00,2963994.33,3659252.54,0.81,3188994.00,3188994.00,0.00,0.00,0.00,05/29/2014
2015,X023,3503750.00,3503750.00,0.00,3281568.58,3503750.00,-222181.42,0.00,0.00,3707571.63,225000.00,3056568.58,3482571.63,0.8777,3281569.00,3281569.00,0.00,0.00,0.00,05/29/2014
2015,X024,4670666.00,4670666.00,0.00,4802362.43,4670666.00,131696.43,0.00,0.00,4933794.86,225000.00,4577362.43,4708794.86,0.9721,4802362.00,4802362.00,0.00,0.00,13909.00,05/29/2014
2015,X025,2346325.00,2346325.00,0.00,2301022.32,2346325.00,-45302.68,0.00,0.00,2637833.81,225000.00,2076022.32,2412833.81,0.8604,2301023.00,2301023.00,0.00,0.00,0.00,05/29/2014
2015,X028,3628094.00,3628094.00,0.00,3433878.86,3628094.00,-194215.14,0.00,0.00,4170978.73,225000.00,3208878.86,3945978.73,0.8132,3433879.00,3433879.00,0.00,0.00,0.00,05/29/2014
2015,X029,4014178.00,4014178.00,0.00,3999967.75,4014178.00,-14210.25,0.00,0.00,4578439.10,225000.00,3774967.75,4353439.10,0.8671,3999968.00,3928230.00,71738.00,0.00,29994.00,05/29/2014
2015,X030,2671102.00,2671102.00,0.00,2678166.36,2671102.00,7064.36,0.00,0.00,3198479.22,225000.00,2453166.36,2973479.22,0.825,2678166.00,2678166.00,0.00,0.00,20040.00,05/29/2014
2015,X031,3385270.00,3385270.00,0.00,3643169.84,3385270.00,257899.84,0.00,0.00,4350505.97,225000.00,3418169.84,4125505.97,0.8285,3643170.00,3571432.00,71738.00,0.00,0.00,05/29/2014
2015,X032,4210490.00,4210490.00,0.00,4226287.03,4210490.00,15797.03,0.00,0.00,4985554.68,225000.00,4001287.03,4760554.68,0.8405,4226287.00,4154549.00,71738.00,0.00,0.00,05/29/2014
2015,X033,5220258.00,5220258.00,0.00,5260154.09,5220258.00,39896.09,0.00,0.00,6415834.85,225000.00,5035154.09,6190834.85,0.8133,5260154.00,5224285.00,35869.00,0.00,0.00,05/29/2014
2015,X035,3361292.00,3361292.00,0.00,3455174.96,3361292.00,93882.96,0.00,0.00,4139056.12,225000.00,3230174.96,3914056.12,0.8253,3455175.00,3455175.00,0.00,0.00,0.00,05/29/2014
2015,X036,3748949.00,3748949.00,0.00,3729233.20,3748949.00,-19715.80,0.00,0.00,4057727.76,225000.00,3504233.20,3832727.76,0.9143,3729233.00,3650321.00,78912.00,0.00,0.00,05/29/2014
2015,X037,3697834.00,3697834.00,0.00,3808818.07,3697834.00,110984.07,0.00,0.00,3937823.19,225000.00,3583818.07,3712823.19,0.9653,3808818.00,3808818.00,0.00,0.00,0.00,05/29/2014
2015,X041,4384901.00,4384901.00,0.00,4322773.17,4384901.00,-62127.83,0.00,0.00,5054011.80,225000.00,4097773.17,4829011.80,0.8486,4322773.00,4193644.00,129129.00,0.00,0.00,05/29/2014
2015,X042,2642734.00,2642734.00,0.00,2591824.88,2642734.00,-50909.12,0.00,0.00,2823078.52,225000.00,2366824.88,2598078.52,0.911,2591825.00,2498565.00,93260.00,0.00,15241.00,05/29/2014
2015,X043,2557220.00,2557220.00,0.00,2462182.06,2557220.00,-95037.94,0.00,0.00,2808785.88,225000.00,2237182.06,2583785.88,0.8659,2462182.00,2390444.00,71738.00,0.00,6559.00,05/29/2014
2015,X044,1765564.00,1765564.00,0.00,1847145.75,1765564.00,81581.75,0.00,0.00,2022561.58,225000.00,1622145.75,1797561.58,0.9024,1847145.00,1753885.00,93260.00,0.00,16762.00,05/29/2014
2015,X045,4417840.00,4417840.00,0.00,4158124.53,4417840.00,-259715.47,0.00,0.00,5080709.14,225000.00,3933124.53,4855709.14,0.81,4158125.00,4086387.00,71738.00,0.00,0.00,05/29/2014
2015,X046,7314677.00,7314677.00,0.00,7082314.66,7314677.00,-232362.34,0.00,0.00,8085374.88,225000.00,6857314.66,7860374.88,0.8724,7082315.00,6938839.00,143476.00,0.00,0.00,05/29/2014
2015,X047,5430676.00,5430676.00,0.00,5600572.88,5430676.00,169896.88,0.00,0.00,6700580.79,225000.00,5375572.88,6475580.79,0.8301,5600573.00,5543182.00,57391.00,0.00,7607.00,05/29/2014
2015,X048,4090298.00,4090298.00,0.00,4078285.61,4090298.00,-12012.39,0.00,0.00,4868722.07,225000.00,3853285.61,4643722.07,0.8298,4078285.00,3992199.00,86086.00,0.00,0.00,05/29/2014
2015,X049,4127135.00,4068799.00,58336.00,4112920.90,4127135.00,-14214.10,0.00,0.00,4054584.56,225000.00,3887920.90,3829584.56,1.0152,4112921.00,4054585.00,0.00,58336.00,0.00,05/29/2014
2015,X050,1320445.00,1320445.00,0.00,855814.32,1320445.00,-464630.68,0.00,0.00,941696.79,225000.00,630814.32,716696.79,0.8802,855815.00,784077.00,71738.00,0.00,85805.00,05/29/2014
2015,X051,1351378.00,1351378.00,0.00,1362084.74,1351378.00,10706.74,0.00,0.00,1442969.42,225000.00,1137084.74,1217969.42,0.9336,1362085.00,1362085.00,0.00,0.00,7148.00,05/29/2014
2015,X053,6242026.00,6242026.00,0.00,5981313.66,6242026.00,-260712.34,0.00,0.00,7297685.64,225000.00,5756313.66,7072685.64,0.8139,5981313.00,5981313.00,0.00,0.00,0.00,05/29/2014
2015,X054,2426349.00,2426349.00,0.00,2305097.28,2426349.00,-121251.72,0.00,0.00,2777157.84,225000.00,2080097.28,2552157.84,0.815,2305097.00,2283576.00,21521.00,0.00,0.00,05/29/2014
2015,X055,3387829.00,3387829.00,0.00,3431965.40,3387829.00,44136.40,0.00,0.00,3919241.54,225000.00,3206965.40,3694241.54,0.8681,3431965.00,3324358.00,107607.00,0.00,17184.00,05/29/2014
2015,X056,3351906.00,3351906.00,0.00,3195129.80,3351906.00,-156776.20,0.00,0.00,3779284.35,225000.00,2970129.80,3554284.35,0.8356,3195130.00,3195130.00,0.00,0.00,0.00,05/29/2014
2015,X057,3029883.00,3029883.00,0.00,3028780.81,3029883.00,-1102.19,0.00,0.00,3304109.00,225000.00,2803780.81,3079109.00,0.9106,3028781.00,3028781.00,0.00,0.00,0.00,05/29/2014
2015,X058,2739931.00,2739931.00,0.00,2591234.70,2739931.00,-148696.30,0.00,0.00,2817125.04,225000.00,2366234.70,2592125.04,0.9129,2591234.00,2483627.00,107607.00,0.00,13410.00,05/29/2014
2015,X059,3569243.00,3359277.00,209966.00,3641305.97,3569243.00,72062.97,0.00,0.00,3431339.99,225000.00,3416305.97,3206339.99,1.0655,3641306.00,3431340.00,0.00,209966.00,10049.00,05/29/2014
2015,X061,1963133.00,1963133.00,0.00,1858591.98,1963133.00,-104541.02,0.00,0.00,2056019.03,225000.00,1633591.98,1831019.03,0.8922,1858592.00,1801201.00,57391.00,0.00,40687.00,05/29/2014
2015,X062,3701060.00,3701060.00,0.00,3790219.21,3701060.00,89159.21,0.00,0.00,4509107.17,225000.00,3565219.21,4284107.17,0.8322,3790219.00,3718481.00,71738.00,0.00,0.00,05/29/2014
2015,X063,3289971.00,3289971.00,0.00,3202069.59,3289971.00,-87901.41,0.00,0.00,3373628.61,225000.00,2977069.59,3148628.61,0.9455,3202069.00,3130331.00,71738.00,0.00,59491.00,05/29/2014
2015,X064,2789252.00,2789252.00,0.00,1761247.69,2789252.00,-1028004.31,0.00,0.00,2121602.15,225000.00,1536247.69,1896602.15,0.81,1761247.00,1761247.00,0.00,0.00,32454.00,05/29/2014
2015,X065,2668951.00,2668951.00,0.00,2607635.25,2668951.00,-61315.75,0.00,0.00,2798330.62,225000.00,2382635.25,2573330.62,0.9259,2607635.00,2607635.00,0.00,0.00,59597.00,05/29/2014
